20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194439,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194440,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194441,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194442,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194443,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194444,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194445,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194446,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194447,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194448,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194449,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194450,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194451,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194452,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194453,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194454,0
20230527-194455,0
20230527-194455,0
20230527-194455,0
20230527-194455,0
20230527-194455,0
20230527-194455,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194456,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194457,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194458,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194459,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194500,0
20230527-194501,0
20230527-194501,0
20230527-194501,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194502,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194503,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194504,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194505,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194506,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194507,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194508,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194509,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194510,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194511,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194512,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194513,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194514,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194515,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194516,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194517,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194518,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194519,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194520,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194521,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194522,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194523,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194524,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194525,0
20230527-194526,0
20230527-194526,0
20230527-194526,0
