20230526-212134,68
20230526-212134,56
20230526-212134,5
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212135,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212136,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212137,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212138,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212139,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,0
20230526-212140,2
20230526-212141,15
20230526-212141,19
20230526-212141,22
20230526-212141,24
20230526-212141,22
20230526-212141,21
20230526-212141,18
20230526-212141,18
20230526-212141,15
20230526-212142,14
20230526-212142,14
20230526-212142,14
20230526-212142,13
20230526-212142,13
20230526-212142,13
20230526-212142,10
20230526-212142,0
20230526-212142,0
20230526-212142,0
20230526-212142,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212143,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212144,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212145,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212146,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212147,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212148,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212149,0
20230526-212150,0
20230526-212150,0
20230526-212150,0
20230526-212150,0
20230526-212150,1
20230526-212150,7
20230526-212150,15
20230526-212150,19
20230526-212150,23
20230526-212150,26
20230526-212151,25
20230526-212151,25
20230526-212151,23
20230526-212151,23
20230526-212151,24
20230526-212151,23
20230526-212151,22
20230526-212151,22
20230526-212151,22
20230526-212152,21
20230526-212152,20
20230526-212152,20
20230526-212152,19
20230526-212152,18
20230526-212152,17
20230526-212152,17
20230526-212152,16
20230526-212152,16
20230526-212152,16
20230526-212153,15
20230526-212153,15
20230526-212153,15
20230526-212153,15
20230526-212153,15
20230526-212153,15
20230526-212153,15
